ID,Category_x,Reclassified_Category
7655,Other,Artificial Intelligence / Machine Learning
7656,Other,Artificial Intelligence / Machine Learning
7657,Other,Artificial Intelligence / Machine Learning
7658,Other,Artificial Intelligence / Machine Learning
7659,Other,Other
7660,Other,Other
7661,Other,Artificial Intelligence / Machine Learning
7662,Other,Other
7664,Other,Networking
7666,Other,Networking
7667,Other,Artificial Intelligence / Machine Learning
7669,Other,Artificial Intelligence / Machine Learning
7670,Other,Artificial Intelligence / Machine Learning
7675,Other,Other
7676,Other,Artificial Intelligence / Machine Learning
7678,Other,Other
7679,Other,Artificial Intelligence / Machine Learning
7680,Other,Artificial Intelligence / Machine Learning
7681,Other,Artificial Intelligence / Machine Learning
7682,Other,Other
7683,Other,Other
7684,Other,Artificial Intelligence / Machine Learning
7685,Other,Mobile Development
7686,Other,Other
7687,Other,Artificial Intelligence / Machine Learning
7688,Other,Artificial Intelligence / Machine Learning
7689,Other,Artificial Intelligence / Machine Learning
7690,Other,Artificial Intelligence / Machine Learning
7691,Other,Artificial Intelligence / Machine Learning
7692,Other,Artificial Intelligence / Machine Learning
7693,Other,Artificial Intelligence / Machine Learning
7694,Other,Artificial Intelligence / Machine Learning
7695,Other,Artificial Intelligence / Machine Learning
7696,Other,Networking
7697,Other,Artificial Intelligence / Machine Learning
7699,Other,Artificial Intelligence / Machine Learning
7700,Other,Networking
7701,Other,Artificial Intelligence / Machine Learning
7702,Other,Other
7703,Other,Other
7704,Other,Artificial Intelligence / Machine Learning
7705,Other,Other
7706,Other,Artificial Intelligence / Machine Learning
7707,Other,Artificial Intelligence / Machine Learning
7708,Other,Other
7709,Other,Other
7711,Other,Artificial Intelligence / Machine Learning
7712,Other,Networking
7714,Other,Artificial Intelligence / Machine Learning
7715,Other,Artificial Intelligence / Machine Learning
7716,Other,Artificial Intelligence / Machine Learning
7717,Other,Artificial Intelligence / Machine Learning
7718,Other,Artificial Intelligence / Machine Learning
7720,Other,Artificial Intelligence / Machine Learning
7721,Other,Artificial Intelligence / Machine Learning
7722,Other,Artificial Intelligence / Machine Learning
7724,Other,Artificial Intelligence / Machine Learning
7726,Other,Artificial Intelligence / Machine Learning
7727,Other,Artificial Intelligence / Machine Learning
7728,Other,Artificial Intelligence / Machine Learning
7729,Other,Artificial Intelligence / Machine Learning
7730,Other,Artificial Intelligence / Machine Learning
7732,Other,Artificial Intelligence / Machine Learning
7733,Other,Other
7734,Other,Networking
7735,Other,Networking
7737,Other,Other
7738,Other,Other
7739,Other,Artificial Intelligence / Machine Learning
7740,Other,Artificial Intelligence / Machine Learning
7742,Other,Networking
7743,Other,Artificial Intelligence / Machine Learning
7744,Other,Other
7745,Other,Artificial Intelligence / Machine Learning
7746,Other,Other
7747,Other,Database Management
7748,Other,Artificial Intelligence / Machine Learning
7749,Other,Artificial Intelligence / Machine Learning
7750,Other,Web Development
7751,Other,Artificial Intelligence / Machine Learning
7752,Other,Artificial Intelligence / Machine Learning
7753,Other,Networking
7754,Other,Artificial Intelligence / Machine Learning
7755,Other,Mobile Development
7756,Other,Artificial Intelligence / Machine Learning
7757,Other,Artificial Intelligence / Machine Learning
7758,Other,Artificial Intelligence / Machine Learning
7759,Other,Other
7760,Other,Other
7761,Other,Artificial Intelligence / Machine Learning
7762,Other,Other
7764,Other,Artificial Intelligence / Machine Learning
7765,Other,Artificial Intelligence / Machine Learning
7766,Other,Artificial Intelligence / Machine Learning
7767,Other,Artificial Intelligence / Machine Learning
7768,Other,Artificial Intelligence / Machine Learning
7769,Other,Cyber Security
7770,Other,Artificial Intelligence / Machine Learning
7771,Other,Artificial Intelligence / Machine Learning
7773,Other,Artificial Intelligence / Machine Learning
7774,Other,Artificial Intelligence / Machine Learning
7779,Other,Artificial Intelligence / Machine Learning
7780,Other,Other
7781,Other,Other
7782,Other,Other
7784,Other,Other
7786,Other,Networking
7787,Other,Networking
7788,Other,Artificial Intelligence / Machine Learning
7790,Other,Networking
7792,Other,Other
7793,Other,Artificial Intelligence / Machine Learning
7794,Other,Artificial Intelligence / Machine Learning
7795,Other,Other
7796,Other,Artificial Intelligence / Machine Learning
7797,Other,Artificial Intelligence / Machine Learning
7798,Other,Artificial Intelligence / Machine Learning
7800,Other,Artificial Intelligence / Machine Learning
7801,Other,Artificial Intelligence / Machine Learning
7802,Other,Artificial Intelligence / Machine Learning
7803,Other,Artificial Intelligence / Machine Learning
7804,Other,Artificial Intelligence / Machine Learning
7805,Other,Artificial Intelligence / Machine Learning
7807,Other,Artificial Intelligence / Machine Learning
7808,Other,Artificial Intelligence / Machine Learning
7809,Other,Artificial Intelligence / Machine Learning
7810,Other,Artificial Intelligence / Machine Learning
7811,Other,Artificial Intelligence / Machine Learning
7812,Other,DevOps
7813,Other,Artificial Intelligence / Machine Learning
7814,Other,Other
7815,Other,Artificial Intelligence / Machine Learning
7816,Other,Artificial Intelligence / Machine Learning
7817,Other,Other
7818,Other,Artificial Intelligence / Machine Learning
7819,Other,Artificial Intelligence / Machine Learning
7820,Other,Artificial Intelligence / Machine Learning
7821,Other,Artificial Intelligence / Machine Learning
7822,Other,Artificial Intelligence / Machine Learning
7823,Other,Other
7825,Other,Artificial Intelligence / Machine Learning
7826,Other,Artificial Intelligence / Machine Learning
7827,Other,Artificial Intelligence / Machine Learning
7828,Other,Artificial Intelligence / Machine Learning
7829,Other,Networking
7830,Other,Other
7831,Other,Other
7832,Other,Artificial Intelligence / Machine Learning
7833,Other,Artificial Intelligence / Machine Learning
7836,Other,Artificial Intelligence / Machine Learning
7837,Other,Artificial Intelligence / Machine Learning
7838,Other,Artificial Intelligence / Machine Learning
7839,Other,Artificial Intelligence / Machine Learning
7840,Other,Artificial Intelligence / Machine Learning
7841,Other,Artificial Intelligence / Machine Learning
7842,Other,Other
7843,Other,Artificial Intelligence / Machine Learning
7844,Other,Artificial Intelligence / Machine Learning
7845,Other,Artificial Intelligence / Machine Learning
7847,Other,Artificial Intelligence / Machine Learning
7848,Other,Other
7849,Other,Other
7851,Other,Artificial Intelligence / Machine Learning
7852,Other,Other
7853,Other,Artificial Intelligence / Machine Learning
7854,Other,Artificial Intelligence / Machine Learning
7855,Other,Other
7856,Other,Artificial Intelligence / Machine Learning
7857,Other,Other
7858,Other,Web Development
7859,Other,Artificial Intelligence / Machine Learning
7860,Other,Artificial Intelligence / Machine Learning
7861,Other,Artificial Intelligence / Machine Learning
7862,Other,Artificial Intelligence / Machine Learning
7863,Other,Artificial Intelligence / Machine Learning
7865,Other,Artificial Intelligence / Machine Learning
7866,Other,Other
7867,Other,Artificial Intelligence / Machine Learning
7868,Other,Other
7869,Other,DevOps
7870,Other,Artificial Intelligence / Machine Learning
7871,Other,Artificial Intelligence / Machine Learning
7872,Other,Artificial Intelligence / Machine Learning
7873,Other,Artificial Intelligence / Machine Learning
7874,Other,Other
7877,Other,Other
7878,Other,Other
7880,Other,Other
7881,Other,Other
7882,Other,Artificial Intelligence / Machine Learning
7883,Other,Artificial Intelligence / Machine Learning
7884,Other,Artificial Intelligence / Machine Learning
7885,Other,Artificial Intelligence / Machine Learning
7886,Other,Artificial Intelligence / Machine Learning
7888,Other,Artificial Intelligence / Machine Learning
7889,Other,Artificial Intelligence / Machine Learning
7890,Other,Other
7891,Other,Artificial Intelligence / Machine Learning
7892,Other,Artificial Intelligence / Machine Learning
7893,Other,Other
7894,Other,Artificial Intelligence / Machine Learning
7895,Other,Artificial Intelligence / Machine Learning
7896,Other,Artificial Intelligence / Machine Learning
7897,Other,Other
7898,Other,Artificial Intelligence / Machine Learning
7899,Other,Other
7900,Other,Artificial Intelligence / Machine Learning
7901,Other,Artificial Intelligence / Machine Learning
7902,Other,Artificial Intelligence / Machine Learning
7903,Other,Artificial Intelligence / Machine Learning
7904,Other,Artificial Intelligence / Machine Learning
7905,Other,Artificial Intelligence / Machine Learning
7906,Other,Networking
7907,Other,Artificial Intelligence / Machine Learning
7908,Other,Other
7909,Other,Artificial Intelligence / Machine Learning
7910,Other,Artificial Intelligence / Machine Learning
7911,Other,Artificial Intelligence / Machine Learning
7912,Other,Artificial Intelligence / Machine Learning
7917,Other,Other
7918,Other,Artificial Intelligence / Machine Learning
7919,Other,Artificial Intelligence / Machine Learning
7920,Other,Artificial Intelligence / Machine Learning
7921,Other,Other
7923,Other,Artificial Intelligence / Machine Learning
7925,Other,Artificial Intelligence / Machine Learning
7926,Other,Other
7927,Other,Artificial Intelligence / Machine Learning
7929,Other,Artificial Intelligence / Machine Learning
7930,Other,Artificial Intelligence / Machine Learning
7931,Other,Artificial Intelligence / Machine Learning
7932,Other,Other
7933,Other,Other
7935,Other,Artificial Intelligence / Machine Learning
7938,Other,Artificial Intelligence / Machine Learning
7939,Other,Artificial Intelligence / Machine Learning
7940,Other,Artificial Intelligence / Machine Learning
7941,Other,Other
7942,Other,Artificial Intelligence / Machine Learning
7943,Other,Other
7944,Other,Other
7945,Other,Artificial Intelligence / Machine Learning
7946,Other,Artificial Intelligence / Machine Learning
7947,Other,Artificial Intelligence / Machine Learning
7948,Other,Artificial Intelligence / Machine Learning
7949,Other,Artificial Intelligence / Machine Learning
7951,Other,Other
7952,Other,Other
7953,Other,Artificial Intelligence / Machine Learning
7955,Other,Other
7957,Other,Artificial Intelligence / Machine Learning
7960,Other,Artificial Intelligence / Machine Learning
7961,Other,Artificial Intelligence / Machine Learning
7962,Other,Artificial Intelligence / Machine Learning
7963,Other,Other
7964,Other,Artificial Intelligence / Machine Learning
7965,Other,Other
7966,Other,Artificial Intelligence / Machine Learning
7967,Other,Artificial Intelligence / Machine Learning
7968,Other,Other
7969,Other,Artificial Intelligence / Machine Learning
7970,Other,Artificial Intelligence / Machine Learning
7971,Other,Networking
7972,Other,Other
7973,Other,Other
7974,Other,Artificial Intelligence / Machine Learning
7975,Other,Other
7976,Other,Other
7977,Other,Database Management
7979,Other,Artificial Intelligence / Machine Learning
7980,Other,Other
7982,Other,Artificial Intelligence / Machine Learning
7983,Other,Artificial Intelligence / Machine Learning
7984,Other,Artificial Intelligence / Machine Learning
7986,Other,Web Development
7987,Other,Artificial Intelligence / Machine Learning
7988,Other,Artificial Intelligence / Machine Learning
7989,Other,Artificial Intelligence / Machine Learning
7990,Other,Artificial Intelligence / Machine Learning
7991,Other,Networking
7992,Other,Networking
7995,Other,Artificial Intelligence / Machine Learning
7996,Other,Artificial Intelligence / Machine Learning
7997,Other,Other
8000,Other,Artificial Intelligence / Machine Learning
8002,Other,Artificial Intelligence / Machine Learning
8003,Other,Artificial Intelligence / Machine Learning
8004,Other,Artificial Intelligence / Machine Learning
8005,Other,Artificial Intelligence / Machine Learning
8006,Other,Artificial Intelligence / Machine Learning
8007,Other,Artificial Intelligence / Machine Learning
8008,Other,Artificial Intelligence / Machine Learning
8009,Other,Artificial Intelligence / Machine Learning
8010,Other,Other
8011,Other,Artificial Intelligence / Machine Learning
8012,Other,Other
8013,Other,Artificial Intelligence / Machine Learning
8014,Other,Other
8015,Other,Artificial Intelligence / Machine Learning
8016,Other,Web Development
8017,Other,Other
8018,Other,Artificial Intelligence / Machine Learning
8019,Other,Web Development
8020,Other,Other
8021,Other,Other
8022,Other,Artificial Intelligence / Machine Learning
8023,Other,Artificial Intelligence / Machine Learning
8024,Other,Artificial Intelligence / Machine Learning
8025,Other,Other
8026,Other,Artificial Intelligence / Machine Learning
8027,Other,Artificial Intelligence / Machine Learning
8028,Other,Artificial Intelligence / Machine Learning
